filePath,SWC Categories
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,"SWC-128-DoS With Block Gas Limit, SWC-101-Integer Overflow and Underflow, SWC-124-Write to Arbitrary Storage Location, SWC-104-Unchecked Call Return Value"
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/HAECHI_AUDIT-Eco_Defi/ECOPToken/ECOPToken.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/PrimitiveEngine.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/libraries/ReplicationMath.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Ackee_Blockchain-Layer_Zero/LayerZero-a5b266aa54714035314cbe5e451b2ec0db81b552/contracts/Relayer.sol,"SWC-103-Floating Pragma, SWC-101-Integer Overflow and Underflow, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Ackee_Blockchain-Layer_Zero/LayerZero-a5b266aa54714035314cbe5e451b2ec0db81b552/contracts/Endpoint.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/TncToken.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/openzeppelin-BarnBridge_Smart_Yield_Bonds/BarnBridge-SmartYieldBonds-943df3a8fcd8dd128af3beb0c85a0480c0e95ead/SmartYield.sol,SWC-126-Insufficient Gas Griefing
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yWETH.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,"SWC-101-Integer Overflow and Underflow, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContract.sol,"SWC-113-DoS with Failed Call, SWC-131-Presence of unused variables, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC721Wrapper.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/QuillAudits-Nexity Network Smart Contract/code/TaxableTeamToken.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/PeckShield-LensProtocol/lens-protocol-dd137b2dee64c5edf288df297ee4249a0e6c11d4/contracts/core/base/ERC721Enumerable.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Inspex-Revenue Sharing Pool & Shield/Lucky-farm-5c8e9e7ebd3c897c920675dda3c3621b42d9d0dd/contracts/MasterchefShield.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/Inspex-Revenue Sharing Pool & Shield/LuckyLion-RevenueSharing-342db925e80c9e62fce7505d24431e3d82199b87/contracts/RevenueSharingPool.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit, SWC-108-State Variable Default Visibility"
DAppSCAN-source/contracts/QuillAudits-BigDog Smart Contract/code/StandardToken.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/consensys-Paxos/simple-multisig-master/contracts/SimpleMultiSig.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Audit Report/code/aq.sol,"SWC-129-Typographical Error, SWC-123-Requirement Violation"
DAppSCAN-source/contracts/openzeppelin-Audius_Contracts/audius-protocol-6f3b31562b9d4c43cef91af0a011986a2580fba2/ServiceTypeManager.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Audius_Contracts/audius-protocol-6f3b31562b9d4c43cef91af0a011986a2580fba2/Staking.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/openzeppelin-Audius_Contracts/audius-protocol-6f3b31562b9d4c43cef91af0a011986a2580fba2/ServiceProviderFactory.sol,SWC-123-Requirement Violation
DAppSCAN-source/contracts/BlockSec-blocksec_coordinape_v1.1_signed/coordinape-protocol-7a8e6173305696c72195fa4242126d284611270c/contracts/ApeProtocol/wrapper/beacon/ApeVault.sol,"SWC-105-Unprotected Ether Withdrawal, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/QuillAudits-Locklet Smart Contract/locklet-evm-contracts-7fd89cbcf96a10429b9cfeee295dd4c51c2af982/contracts/LockletToken.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-Locklet Smart Contract/locklet-evm-contracts-7fd89cbcf96a10429b9cfeee295dd4c51c2af982/contracts/LockletPrivateSale.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-Locklet Smart Contract/locklet-evm-contracts-7fd89cbcf96a10429b9cfeee295dd4c51c2af982/contracts/LockletTokenVault.sol,"SWC-103-Floating Pragma, SWC-116-Block values as a proxy for time, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/PeckShield-LuckyChip/staking-23e5db6078aa12754ae69048c7754c7f1e90b375/contracts/MasterChef.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Smartdec-Boomstarter Smart Contracts Security Review/boomstarter-ico-ec2d28f0c3243b8f782cbd44522b5a9ca0fc22a8/contracts/BoomstarterICO.sol,"SWC-125-Incorrect Inheritance Order, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/PepperSec-POA-DPOS/posdao-contracts-fdaa685de851378b35741bdab986414dfd9042b1/contracts/abstracts/RandomBase.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Solidified-2Key [14.10.2019]/contracts-de171eb80e9ce1c6566a5d782f0a0549ab0151ad/contracts/2key/singleton-contracts/TwoKeyMaintainersRegistry.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/Iosiro-CHAINSQUARE Smart Contract Audit/code/Etherscan-0xb41380174d0B06181513A5677b60200b93b5Efb4.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/QuillAudits-GoGocoin Smart Contract/gogo-contracts-f952d59650263cd8e0d403d5a8f3d94890869ba1/contracts/TokenSale.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/AlianaMinting.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Callisto_Network-Shield Protocol Token (SHIELD) Security Audit/smart-contract-f5c1a5d77c158f84889b65a4070f7b80c3cf6898/BinanceSmartChain_SHIELD.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-AragonBlack_Fundraising/fundraising-5ad1332955bab9d36cfad345ae92b7ad7dc0bdbe/templates/multisig/contracts/FundraisingMultisigTemplate.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/Inspex-Admin & Poll/iAM-Admin-Poll-Token-main/poll/Poll.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Inspex-Admin & Poll/iAM-Admin-Poll-Token-main/admin/adminManage.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Inspex-Admin & Poll/iAM-Admin-Poll-Token-main/admin/BigOwner.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,"SWC-107-Reentrancy, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/HAECHI_AUDIT-MetaSpace/code/BoringHelper.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Solidified-Origin Governance/origin-dollar-30564e25d640749af447fb9e5d7c4fb00c37779f/contracts/contracts/harvest/Dripper.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Solidified-Origin Governance/origin-dollar-30564e25d640749af447fb9e5d7c4fb00c37779f/contracts/contracts/harvest/Harvester.sol,"SWC-128-DoS With Block Gas Limit, SWC-131-Presence of unused variables"
DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/dao/node/RocketDAONodeTrusted.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/deposit/RocketDepositPool.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/token/RocketTokenRETH.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol,"SWC-104-Unchecked Call Return Value, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Iosiro-Synthetix Menkalinan Release Smart Contract Audit/synthetix-b88898909f8b7064f707609cd535f5caa1f7c5ae/TemporarilyOwned.sol,SWC-111-Use of Deprecated Solidity Functions
DAppSCAN-source/contracts/Trail_of_Bits-PerpetualProtocolV2/perp-oracle-contract-ba78a5b87098dcffb7285fc585afff1001a87232/contracts/ChainlinkPriceFeed.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Trail_of_Bits-PerpetualProtocolV2/perp-oracle-contract-ba78a5b87098dcffb7285fc585afff1001a87232/contracts/BandPriceFeed.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/Comptroller.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/CToken.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d/contracts/PRA.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/UniswapIncentive.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/Fei.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/GovernorAlpha.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/UniRef.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/Core.sol,"SWC-123-Requirement Violation, SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/BondingCurveOrchestrator.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/LinearTokenTimelock.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/Pool.sol,"SWC-123-Requirement Violation, SWC-104-Unchecked Call Return Value, SWC-105-Unprotected Ether Withdrawal"
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/GenesisGroup.sol,"SWC-132-Unexpected Ether balance, SWC-106-Unprotected SELFDESTRUCT Instruction"
DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4/Roots.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Coinbae-Barnbridge_Bond/YieldFarmBond0x3FdFb07472ea4771E1aD66FD3b87b265Cd4ec112/contracts/YieldFarm.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/Iosiro-Set Protocol Exchange Issuance Smart Contract Audit/index-coop-contracts-legacy-a2904cf34be59a1ebde7ef186bd8535db80093b0/ExchangeIssuance.sol,SWC-134-Message call with hardcoded gas amount
DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Options/BufferBNBOptions.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/openzeppelin-iExec_RLC_Token/rlc-token-3d9aa99ba33bb035c59740a621b1f21cd45cbac5/RLC.sol,"SWC-116-Block values as a proxy for time, SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-iExec_RLC_Token/rlc-token-3d9aa99ba33bb035c59740a621b1f21cd45cbac5/Crowdsale.sol,"SWC-101-Integer Overflow and Underflow, SWC-116-Block values as a proxy for time, SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-Moeda_Token/moeda-contracts-b2bf23119d563e251b6f16b29b642bac43e76a64/MoedaToken.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/openzeppelin-Moeda_Token/moeda-contracts-b2bf23119d563e251b6f16b29b642bac43e76a64/Crowdsale.sol,"SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/PeckShield-OneSwap/oneswap_contract_ethereum-4194ac1a55934cd573bd93987111eaa8f70676fe/contracts/OneSwapBuyback.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/PeckShield-OneSwap/oneswap_contract_ethereum-4194ac1a55934cd573bd93987111eaa8f70676fe/contracts/OneSwapPair.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/openzeppelin-PROPS_Rewards_Engine_Contracts/props-token-distribution-e5ce0b2df1fbe108458d86820da578db56ac28d1/contracts/token/PropsRewardsLib.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-PROPS_Rewards_Engine_Contracts/props-token-distribution-e5ce0b2df1fbe108458d86820da578db56ac28d1/contracts/token/PropsRewards.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main/woonklyPOS.sol,"SWC-113-DoS with Failed Call, SWC-107-Reentrancy"
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/ExchangeRate.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/EscrowStorage.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/Liquidation.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/ERC1155Token.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/Ownable.sol,SWC-125-Incorrect Inheritance Order
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/RiskFramework.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/openzeppelin-Notional/contracts-b6fc6be4622422d0e34c90e77f2ec9da18596b8c/Escrow.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Hacken-Game of Silks/code/ERC721A.sol,"SWC-128-DoS With Block Gas Limit, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-Compound_Open_Oracle/open-oracle-e7a928334e5e454a88eec38e4ee1be5ee3b13f08/OpenOracleData.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-Compound_Open_Oracle/open-oracle-e7a928334e5e454a88eec38e4ee1be5ee3b13f08/DelFiPrice.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/consensys-Bounties_Network/StandardBounties-3d7c1771f78c5afdd896e2e2d34cf3dfc7fd4813/contracts/StandardBounties.sol,"SWC-108-State Variable Default Visibility, SWC-101-Integer Overflow and Underflow, SWC-103-Floating Pragma"
DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/contracts/CheckDot.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Solidity_Finance-RevomonVR Smart Contract/Contracts-9d0da49342a1a87b6cafebd4945612c2cfb8669d/RevomonToken.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapSellAdapter.sol,"SWC-101-Integer Overflow and Underflow, SWC-107-Reentrancy"
DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapAdapter.sol,"SWC-104-Unchecked Call Return Value, SWC-107-Reentrancy"
DAppSCAN-source/contracts/Chainsulting-SWAPP Protocol-project1/openzeppelin-contracts-3.3.0/contracts/access/AccessControl.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-Binamon Z1 Smart Contract/code/BMON_Z1.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/Hacken-Green House/GHS-af12003ab8ff8b614e0e49cfd688f7e41df21ed0/contracts/GreenHouse.sol,SWC-120-Weak Sources of Randomness from Chain Attributes
DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/FujiVault.sol,"SWC-112-Delegatecall to Untrusted Callee, SWC-106-Unprotected SELFDESTRUCT Instruction"
DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/abstracts/vault/VaultBaseUpgradeable.sol,SWC-112-Delegatecall to Untrusted Callee
DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Final Audit Report/code/aq.sol,"SWC-129-Typographical Error, SWC-123-Requirement Violation"
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/TradeFactory/TradeFactoryExecutor.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/sync/BancorSwapper.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/async/UniswapV2Swapper.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Strategy SSB/strategy-ssb-e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol,"SWC-131-Presence of unused variables, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/genesis/GenesisGroup.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/pcv/EthUniswapPCVController.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/token/UniswapIncentive.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/router/UniswapSingleEthRouter.sol,SWC-110-Assert Violation
DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/pool/Pool.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-AUX Platform Security Audit/auction-contracts-0da231969b7f791cb1c131956b3f8886f860617b/DescendingPriceCryptoKitty.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-AUX Platform Security Audit/auction-contracts-0da231969b7f791cb1c131956b3f8886f860617b/DescendingPriceERC20Auction.sol,"SWC-135-Code With No Effects, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/PeckShield-Pandora/smart-contract-d0aa3193b8ffcd7fc84481c30e16283837319719/contracts/0.8.x/contracts/libraries/Random.sol,SWC-120-Weak Sources of Randomness from Chain Attributes
DAppSCAN-source/contracts/openzeppelin-Solo_Margin_Protocol/solo-17df84db351d5438e1b7437572722b4f52c8b2b4/contracts/protocol/impl/AdminImpl.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/QuillAudits-Dare Smart Contract/code/ERC20.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/QuillAudits-Bitbook Staking Smart Contracts V2/code/BitBookStaking.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/Inspex-Token & Vesting/MooMonster-Contract-2d07e927e5e8f66afea5cbdfb89b32ef74cfe385/contracts/TImelock.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/openzeppelin-ACO_Protocol/aco-36bcab024c9781d799381f8f973e99fd5b0f4d2d/smart-contracts/contracts/interfaces/IUniswapV2Router01.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/openzeppelin-ACO_Protocol/aco-36bcab024c9781d799381f8f973e99fd5b0f4d2d/smart-contracts/contracts/core/ACOToken.sol,"SWC-135-Code With No Effects, SWC-128-DoS With Block Gas Limit, SWC-101-Integer Overflow and Underflow, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Hacken-QANplatform/qanx-token-ebf0352af6ccb8d991827a0fba3ac5cfe9ca6b70/QANX.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-Right Mesh Smart Contract Audit/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/exchange/contracts/src/MixinSignatureValidator.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWToken.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWSale.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Inspex-Otoro/Otoro-Audit-441f0995a86a421d7062f30abcdf654d86d0013c/contracts/Otoro.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Inspex-Otoro/Otoro-Audit-441f0995a86a421d7062f30abcdf654d86d0013c/contracts/lib/Revealable.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/BlockSec-blocksec_alpaca_v1.0_signed/bsc-alpaca-contract-cb13e32fe5a4ba6f63b0235bd4624715592e4abe/contracts/8.10/protocol/PriceHelper.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/BlockSec-blocksec_alpaca_v1.0_signed/bsc-alpaca-contract-cb13e32fe5a4ba6f63b0235bd4624715592e4abe/contracts/8.10/protocol/DeltaNeutralVault.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/PrimitiveEngine.sol,"SWC-112-Delegatecall to Untrusted Callee, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/libraries/Units.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/libraries/Transfers.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Inspex-Token/iAM-Admin-Poll-Token-0f8bb7a04c439286a5dffa223c3b30265acb4b5c/EventToken.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/PeckShield-Rikkei/rifi-protocol-b33243fb3a218cc195f0727fe1499cb57f5ea0b2/contracts/RToken.sol,"SWC-107-Reentrancy, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7/WMasterChef.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7/WStakingRewards.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Strategy.sol,"SWC-128-DoS With Block Gas Limit, SWC-104-Unchecked Call Return Value, SWC-101-Integer Overflow and Underflow"
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Interfaces/GenericLender/IGeneric.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/GenericLender/GenericLenderBase.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/QuillAudits-Keep3r.Network-Keep3r.Network/StakingRewardsV3-13ecc6966ae1a413f62224382bfd4d64b1a22351/contracts/StakingRewardsV3-1.sol,"SWC-108-State Variable Default Visibility, SWC-107-Reentrancy, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/QuillAudits-MGPToken Smart Contract/code/TokenDetail.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Cooldown feature/xava-protocol-master/contracts/AllocationStaking.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Hacken-Oracula/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,"SWC-108-State Variable Default Visibility, SWC-100-Function Default Visibility"
